Basis of record	Data origin	Institution	Catalogue number	Scientific name	Latitude	Longitude	Country	Department/State/Province	Municipality	Site	Observation	References
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:MUESTREO-FAUNA-CHS2016:13662	"Caluromys lanatus (Olfers, 1818)"	7.0935	-73.385083	Colombia	Santander	Girón	"Caño Peroles, Quebrada Santa Maria"		GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:REUBICACION-FAUNA-CHS2013:4657	"Caluromys lanatus (Olfers, 1818)"	7.074639	-73.344583	Colombia	Santander	Girón			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	"ISAGEN:REUBICACION-FAUNA-CHS2013:5909, 2013:5886"	"Caluromys lanatus (Olfers, 1818)"	7.063722	-73.383028	Colombia	Santander	Betulia			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:MUESTREO-FAUNA-CHS2018:14430	"Caluromys lanatus (Olfers, 1818)"	7.107861	-73.316444	Colombia	Santander	Girón	"La Parroquia, Aguablanca"		GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:MUESTREO-FAUNA-CHS2018:14453	"Caluromys lanatus (Olfers, 1818)"	6.978639	-73.335778	Colombia	Santander	Betulia	"Peña morada, El Ramo"		GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:MUESTREO-FAUNA-CHS2018:14364	"Caluromys lanatus (Olfers, 1818)"	7.10325	-73.428139	Colombia	Santander	Betulia	La Cabezonera		GBIF.org
MACHINE_OBSERVATION	Database	Corpoamazonía	"Corpoamazonia:PTO_ASIS-0608:32021, 0608:32024"	"Caluromys lanatus (Olfers, 1818)"	0.38004	-76.63178	Colombia	Putumayo	Puerto Asís			GBIF.org
PRESERVED_SPECIMEN	Database	Colección de mamíferos Museo de Ciencias Naturales de La Salle	ITM:CSJ-m:0240	"Caluromys lanatus (Olfers, 1818)"	7.29	-75.351389	Colombia	Antioquia				GBIF.org
PRESERVED_SPECIMEN	Database	Museo de La Salle	LaSalle:MLS-mam:1549	"Caluromys lanatus (Olfers, 1818)"	5.656721	-74.182491	Colombia	Boyacá	Otanche	Otanche		GBIF.org
PRESERVED_SPECIMEN	Database	Museo de La Salle	LaSalle:MLS-mam:221	"Caluromys lanatus (Olfers, 1818)"	2.927299	-75.281885	Colombia	Huila	Neiva	Neiva		GBIF.org
PRESERVED_SPECIMEN	Database	Museo de La Salle	LaSalle:MLS-mam:220	"Caluromys lanatus (Olfers, 1818)"	4.847777	-74.621479	Colombia	Cundinamarca	San Juan de Rioseco	San Juan De Rioseco		GBIF.org
PRESERVED_SPECIMEN	Database	Museo de La Salle	"LaSalle:MLS-mam:580, 1831"	"Caluromys lanatus (Olfers, 1818)"	4.963826	-74.434845	Colombia	Cundinamarca	Sasaima	Sasaima		GBIF.org
PRESERVED_SPECIMEN	Database	Museo de La Salle	LaSalle:MLS-mam:1442	"Caluromys lanatus (Olfers, 1818)"	4.204748	-74.640746	Colombia	Tolima	Melgar	Melgar		GBIF.org
PRESERVED_SPECIMEN	Database	Museo de La Salle	LaSalle:MLS-mam:2245	"Caluromys lanatus (Olfers, 1818)"	1.614382	-75.606229	Colombia	Caquetá	Florencia	Florencia		GBIF.org
PRESERVED_SPECIMEN	Database	Museo de La Salle	LaSalle:MLS-mam:1762	"Caluromys lanatus (Olfers, 1818)"	4.149245	-74.884292	Colombia	Tolima	Espinal	Espinal		GBIF.org
PRESERVED_SPECIMEN	Database	Museo de La Salle	LaSalle:MLS-mam:369	"Caluromys lanatus (Olfers, 1818)"	3.858705	-74.931288	Colombia	Tolima	Purificación	Purificacion		GBIF.org
PRESERVED_SPECIMEN	Database	Colección Mastozoológica de la Universidad Industrial de Santander	UIS-MHN-M-1730	"Caluromys lanatus (Olfers, 1818)"	7.059778	-74.198472	Colombia	Bolívar	Cantagallo	"Finca la Bufalera, Vereda Santo Domingo, Cantagallo, Bolívar"		GBIF.org
PRESERVED_SPECIMEN	Database	Colección Mastozoológica de la Universidad Industrial de Santander	UIS-MHN-M-1740	"Caluromys lanatus (Olfers, 1818)"	7.058722	-74.199666	Colombia	Bolívar	Cantagallo	"Finca la Bufalera, Vereda Santo Domingo, Cantagallo, Bolívar"		GBIF.org
HUMAN_OBSERVATION	Database	Promigas	Paiva-Caracoli_Fauna:209	"Caluromys lanatus (Olfers, 1818)"	10.566896	-75.295444	Colombia	Bolívar	Clemencia	"Buenos Aires, Las Brisas"		GBIF.org
HUMAN_OBSERVATION	Database	Promigas	Paiva-Caracoli_Fauna:72	"Caluromys lanatus (Olfers, 1818)"	10.686262	-75.06335	Colombia	Atlántico	Piojó	"Las Mercedes, El Triunfo Parcela 36"		GBIF.org
PRESERVED_SPECIMEN	Database	Colección de Mamíferos del Museo de Historia Natural de la Universidad de la Amazonia (UAM-M)	"uniamazonia:UAM-M-341, 599"	"Caluromys lanatus (Olfers, 1818)"	1.611283	-75.613647	Colombia	Caquetá	Florencia	"Vereda Balcanes, Granja Experimental Balcanes"		GBIF.org
PRESERVED_SPECIMEN	Database	Colección Mastozoológica-Museo de Historia Natural Unillanos	MHNU-M 042	"Caluromys lanatus (Olfers, 1818)"	4.526861	-71.787833	Colombia	Meta	Puerto Gaitán	"Hacienda Yamato, Finca Mitimiti"		GBIF.org
HUMAN_OBSERVATION	Citizen science			"Caluromys lanatus (Olfers, 1818)"	8.296563	-75.636869	Colombia	Córdoba	Planeta Rica	Marañonal		Heyda Macea
PRESERVED_SPECIMEN	Biological collection	Colección de mamíferos del Museo de Historia Natural de la Pontificia Universidad Javeriana	MPUJ_MAMM 13	"Caluromys lanatus (Olfers, 1818)"	4.594624	-74.342866	Colombia	Cundinamarca	San Antonio del Tequendama	"Corregimiento Santandercito, Corregimiento Santandercito"		This study
MATERIAL_SAMPLE	Database	BoldSystems	MACAU001-19	"Caluromys lanatus (Olfers, 1818)"	8.03022	-75.2175	Colombia	Antioquia		"Caucasia, A 300 kilometros de Medellin sobre la via que conduce de Caucasia al municipio de Nechi (Antioquia), Hacienda La Candelaria Universidad de Antioquia"		GBIF.org
MACHINE_OBSERVATION	Database			"Caluromys lanatus (Olfers, 1818)"	3.5238	-73.415278	Colombia	Meta	San Martín	"La Union, Banco de Hábitat del Meta"		GBIF.org
PRESERVED_SPECIMEN	Database	Universidad de Pamplona	CFNS:UdeP:ZOO:2018:67	"Caluromys lanatus (Olfers, 1818)"	8.038147	-72.847775	Colombia	Norte de Santander	Bucarasica	Carretrera entre Bucarasica y Altamira		GBIF.org
PRESERVED_SPECIMEN	Database	Museo de Historia Natural de la Universidad del Cauca	MHNUCA:Mammal:1447	"Caluromys lanatus (Olfers, 1818)"	5.319944	-74.925556	Colombia	Caldas	Victoria	Via Samaná- Victoria		GBIF.org
PRESERVED_SPECIMEN	Database	Museo de Historia Natural de la Universidad del Cauca	MHNUCA:Mammal:1043	"Caluromys lanatus (Olfers, 1818)"	5.333333	-74.733333	Colombia	Caldas	La Dorada	Vereda Guarinocito		GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Ciencias Naturales de la Universidad Nacional de Colombia	ICN 12881	"Caluromys lanatus (Olfers, 1818)"	4.288079	-74.706032	Colombia	Cundinamarca	Ricaurte	Vereda El Callejon.		GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Ciencias Naturales de la Universidad Nacional de Colombia	"ICN 12572, 12573, 12584"	"Caluromys lanatus (Olfers, 1818)"	4.290378	-74.708931	Colombia	Cundinamarca	Ricaurte	Vereda Callejon.		GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Ciencias Naturales de la Universidad Nacional de Colombia	ICN 11632	"Caluromys lanatus (Olfers, 1818)"	3.124918	-73.752422	Colombia	Meta	Vistahermosa	"Meta, Municipio de Vistahermosa."		GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Ciencias Naturales de la Universidad Nacional de Colombia	ICN 1424	"Caluromys lanatus (Olfers, 1818)"	4.14596	-73.63479	Colombia	Meta	Villavicencio	Criadero del Instituto Roberto Franco.		GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Ciencias Naturales de la Universidad Nacional de Colombia	ICN 1425	"Caluromys lanatus (Olfers, 1818)"	4.261764	-73.564367	Colombia	Meta	Restrepo			GBIF.org
MACHINE_OBSERVATION	Database	ProCAT	ProCAT PCT:CT54	"Caluromys lanatus (Olfers, 1818)"	8.330778	-74.43825	Colombia	Bolívar	Montecristo			GBIF.org
MACHINE_OBSERVATION	Database	ProCAT	ProCAT PCT:CT50	"Caluromys lanatus (Olfers, 1818)"	8.323472	-74.437417	Colombia	Bolívar	Montecristo	La Concepción		GBIF.org
MACHINE_OBSERVATION	Database	ProCAT	ProCAT PCT:CT1	"Caluromys lanatus (Olfers, 1818)"	7.810722	-74.261889	Colombia	Bolívar	Santa Rosa del Sur	Cerro pechuga		GBIF.org
MACHINE_OBSERVATION	Database	ProCAT	ProCAT PCT:CT29	"Caluromys lanatus (Olfers, 1818)"	8.264083	-74.4835	Colombia	Bolívar	Montecristo	P. Lindo		GBIF.org
PRESERVED_SPECIMEN	Database	Colección de mamíferos de la Universidad del Valle	UV 14972	"Caluromys lanatus (Olfers, 1818)"	5.343025	-74.737872	Colombia	Caldas	La Dorada	"Hacienda La Española, Corregimiento Guarinocito"		GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	MCZ BOM-6352	"Caluromys lanatus (Olfers, 1818)"	3.982707	-71.58325	Colombia	Meta		[no specific locality data]		GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Ciencias Naturales de la Universidad Nacional de Colombia	"ICN 4417, 4419"	"Caluromys lanatus (Olfers, 1818)"	4.07903	-73.7039	Colombia	Meta	Villavicencio	"Carretera a San Martin, rio Ocoa."		GBIF.org
PRESERVED_SPECIMEN	Database	Instituto de Ciencias Naturales de la Universidad Nacional de Colombia	"ICN 1648, 1651, 1653, 1654"	"Caluromys lanatus (Olfers, 1818)"	4.0958	-73.4814	Colombia	Meta	Villavicencio	Meta:  Villavicencio		GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Vertebrate Zoology, University of California, Berkeley"	"MVZ:Mamm:114223-114227, 113831-113832"	"Caluromys lanatus (Olfers, 1818)"	3.333333	-75.183333	Colombia	Huila		1 km S Villavieja		GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	LACM 27374	"Caluromys lanatus (Olfers, 1818)"	9.13778	-73.56694	Colombia	Magdalena		San Alberto San Alberto		GBIF.org
PRESERVED_SPECIMEN	Database	Natural History Museum of Los Angeles County	"LACM 56164, 56164"	"Caluromys lanatus (Olfers, 1818)"	4	-72	Colombia	Meta		Colombia		GBIF.org
PRESERVED_SPECIMEN	Database	Colección Mastozoológica de la Universidad Industrial de Santander	UIS-MHN-M-0212	"Caluromys lanatus (Olfers, 1818)"	6.888493	-73.544042	Colombia	Santander	San Vicente de Chucurí	"San Vicente de Chucurí, Santander"		GBIF.org
PRESERVED_SPECIMEN	Database	Colección Mastozoológica de la Universidad Industrial de Santander	UIS-MHN-M-0091	"Caluromys lanatus (Olfers, 1818)"	7.36844	-73.69896	Colombia	Santander		Puerto Wilches-Sabana de Torres		GBIF.org
PRESERVED_SPECIMEN	Database	Colección Mastozoológica de la Universidad Industrial de Santander	UIS-MHN-M-0007	"Caluromys lanatus (Olfers, 1818)"	8.252517	-73.61776	Colombia	Cesar	Aguachica	"RÍO CÁCHIRA, Aguachica, Cesar"		GBIF.org
PRESERVED_SPECIMEN	Database	"Mammals housed at MHNG, Geneva"	"MHNG-MAM 1118.092, 1118.093"	"Caluromys lanatus (Olfers, 1818)"	0.46711	-76.95022	Colombia	Putumayo		"Santa Rosa de Los Kofanes, 2 km avant San Antonio del Guamues"		GBIF.org
HUMAN_OBSERVATION	Database	Corantioquia	Corantioquia-4755-C5A0D9B96EA3469F83540A19E9AD2F03	"Caluromys lanatus (Olfers, 1818)"	6.56	-74.79	Colombia	Antioquia	Maceo			GBIF.org
HUMAN_OBSERVATION	Database	Corantioquia	Corantioquia-4755-AB4028E271224B1B8CC1F27C4C36C9D8	"Caluromys lanatus (Olfers, 1818)"	7.07	-75.15	Colombia	Antioquia	Anorí			GBIF.org
HUMAN_OBSERVATION	Database	Corantioquia	Corantioquia-4755-A39CF07F7E5249B69F008AE936D8A1E4	"Caluromys lanatus (Olfers, 1818)"	6.18	-74.58	Colombia	Antioquia	Puerto Nare			GBIF.org
HUMAN_OBSERVATION	Database	Corantioquia	Corantioquia-4755-9BD211022C1141BC9B331AE6C1D4B31F	"Caluromys lanatus (Olfers, 1818)"	6.5	-74.71	Colombia	Antioquia	Puerto Berrío			GBIF.org
HUMAN_OBSERVATION	Database	Corantioquia	Corantioquia-4755-99ABA9DFACE346B59716F008A3A92D66	"Caluromys lanatus (Olfers, 1818)"	7.5	-74.87	Colombia	Antioquia	Zaragoza			GBIF.org
HUMAN_OBSERVATION	Database	Corantioquia	Corantioquia-4755-8774214D47DC46ECB97D2BABF5B78BEC	"Caluromys lanatus (Olfers, 1818)"	6.42	-74.77	Colombia	Antioquia	Caracolí			GBIF.org
HUMAN_OBSERVATION	Database	Corantioquia	Corantioquia-4755-5BE1B30E6B7F47DEBE89D0C11836B3D6	"Caluromys lanatus (Olfers, 1818)"	6.91	-75.07	Colombia	Antioquia	Amalfi			GBIF.org
HUMAN_OBSERVATION	Database	Corantioquia	Corantioquia-4755-21A6533F47E2465AB997F8C7631FB7DD	"Caluromys lanatus (Olfers, 1818)"	6.6	-75.02	Colombia	Antioquia	Yolombó			GBIF.org
HUMAN_OBSERVATION	Database	ISAGEN SA ESP	ISAGEN:46-2978:SANCARLOS:2009:MAMIFEROS:0151	"Caluromys lanatus (Olfers, 1818)"	6.19325	-74.809167	Colombia	Antioquia	San Carlos	"vereda El Cinco, La almenara"		GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 87928-87930	"Caluromys lanatus (Olfers, 1818)"	3.283333	-73.883333	Colombia	Meta	Villavicencio	"San Juan de Arama, Los Micos"		GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	"FMNH 70995, 70996"	"Caluromys lanatus (Olfers, 1818)"	5.533333	-74.1	Colombia	Boyacá	Muzo	Muzo		GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 70994	"Caluromys lanatus (Olfers, 1818)"	1.85	-76.033333	Colombia	Huila		Pitalito		GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	FMNH 140240	"Caluromys lanatus (Olfers, 1818)"	7.997178	-72.877228	Colombia	Norte de Santander		"Rio Zulia, W of Cucuta"		GBIF.org
PRESERVED_SPECIMEN	Database	Field Museum of Natural History	"FMNH 140237, 140238"	"Caluromys lanatus (Olfers, 1818)"	7.9	-72.566667	Colombia	Norte de Santander		"Arboledas, W of Cucuta"		GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	MCZ:Mamm:43452	"Caluromys lanatus (Olfers, 1818)"	4.157878	-73.625516	Colombia	Meta		Villavicencio		GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	"MCZ:Mamm:27209, 27211, 27212"	"Caluromys lanatus (Olfers, 1818)"	4.416667	-74.4	Colombia	Cundinamarca		Fusagasuga		GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	MCZ:Mamm:BANGS-8115-8116	"Caluromys lanatus (Olfers, 1818)"	8.169386	-72.366823	Colombia	Norte de Santander		Pueblo Viego [VERBATIM ELEVATION:8000]		GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	MCZ:Mamm:BANGS-8036	"Caluromys lanatus (Olfers, 1818)"	10.8284	-73.6925	Colombia	Magdalena		Santa Marta Mountains		GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	MCZ:Mamm:BANGS-8247	"Caluromys lanatus (Olfers, 1818)"	11.035672	-73.646899	Colombia	Magdalena		Palomina		GBIF.org
PRESERVED_SPECIMEN	Database	"Museum of Comparative Zoology, Harvard University"	MCZ:Mamm:BANGS-8114	"Caluromys lanatus (Olfers, 1818)"	10.989567	-74.275177	Colombia	Magdalena		"Santa Marta Mountains, Pueblo Viejo [VERBATIM ELEVATION:2440]"		GBIF.org
HUMAN_OBSERVATION	Citizen science			"Caluromys lanatus (Olfers, 1818)"	7.975127	-75.420529	Colombia	Córdoba	Montelibano	"vía los estudiantes, estación de servicio de gasolina"	crops	Santiago Torres
OCCURRENCE	Literature			"Caluromys lanatus (Olfers, 1818)"	7.883333	-73.383333	Colombia	Cesar	San Alberto	Cerrania de la Perija		Muñoz-Saba (2009)
OCCURRENCE	Literature			"Caluromys lanatus (Olfers, 1818)"	11.766667	-72.45	Colombia	La Guajira	Manaure	Region Caribe		Rangel et al. (2012)
OCCURRENCE	Literature			"Caluromys lanatus (Olfers, 1818)"	11.15	-72.583333	Colombia	La Guajira	Albania	Region Caribe		Rangel et al. (2012)
OCCURRENCE	Literature			"Caluromys lanatus (Olfers, 1818)"	9.416667	-73.333333	Colombia	Cesar	Jagua De Ibirico	Region Caribe		Rangel et al. (2012)
OCCURRENCE	Literature			"Caluromys lanatus (Olfers, 1818)"	10.475069	-73.074806	Colombia	La Guajira	Sin especificar	Vereda Velas del Maquezote		García Rincón (2013)
OCCURRENCE	Literature			"Caluromys lanatus (Olfers, 1818)"	10.9887684	-74.5844672	Colombia	Magdalena	Pueblo viejo	Via Parque isla Salamanca		UAESPNN (2004)
HUMAN_OBSERVATION	Literature			"Caluromys lanatus (Olfers, 1818)"	4.216111111	-74.68527778	Colombia	Cundinamarca	Nilo	Parque Recreativo y Zoológico Piscilago		Morales and Sarmiento (2008)
PRESERVED_SPECIMEN	Literature	Field Museum of Natural History	"USNM 541855, 541856;"	"Caluromys lanatus (Olfers, 1818)"	1.75	-76.17	Colombia	Huila		Valle del Suaza		Fonseca and Astua (2015)
PRESERVED_SPECIMEN	Literature	American Museum of Natural History	"AMNH 75886, 76768, 76769"	"Caluromys lanatus (Olfers, 1818)"	3.58	-75.08	Colombia	Huila	Natagaima			Fonseca and Astua (2015)
PRESERVED_SPECIMEN	Literature	"Smithsonian Institution, National Museum of Natural History"	"USNM 271317, 280900, 280906"	"Caluromys lanatus (Olfers, 1818)"	10	-74.5	Colombia	Magdalena				Fonseca and Astua (2015)
PRESERVED_SPECIMEN	Literature	"Smithsonian Institution, National Museum of Natural History"	"USNM 544394, 544395"	"Caluromys lanatus (Olfers, 1818)"	4.97	-74.43	Colombia	Cundinamarca				Fonseca and Astua (2015)
PRESERVED_SPECIMEN	Literature	American Museum of Natural History	AMNH 143522	"Caluromys lanatus (Olfers, 1818)"	4.6	-74.08	Colombia	Cundinamarca	Bogotá	VolcanesTupana		Fonseca and Astua (2015)
PRESERVED_SPECIMEN	Literature	Field Museum of Natural History	FMNH 87931	"Caluromys lanatus (Olfers, 1818)"	2.75	-73.916667	Colombia	Meta	Villavicencio	"La Macarena Parque, Rio Guapaya"		Fonseca and Astua (2015)
PRESERVED_SPECIMEN	Literature	Field Museum of Natural History	FMNH 87927	"Caluromys lanatus (Olfers, 1818)"	3.4	-73.82	Colombia	Meta	Villavicencio	"San Juan de Arama, Los Micos"		Fonseca and Astua (2015)
PRESERVED_SPECIMEN	Literature	"Smithsonian Institution, National Museum of Natural History"	"USNM 280903, 280904, 280907"	"Caluromys lanatus (Olfers, 1818)"	10.42	-73.58	Colombia	Cesar	Pueblo Bello			Fonseca and Astua (2015)
PRESERVED_SPECIMEN	Literature	American Museum of Natural History	AMNH 136161	"Caluromys lanatus (Olfers, 1818)"	4.25	-73.57	Colombia	Meta	Restrepo			Fonseca and Astua (2015)
PRESERVED_SPECIMEN	Literature	"Smithsonian Institution, National Museum of Natural History"	USNM 544393	"Caluromys lanatus (Olfers, 1818)"	7.3	-72.25	Colombia	Norte de Santander	Toledo			Fonseca and Astua (2015)
PRESERVED_SPECIMEN	Literature	American Museum of Natural History	"AMNH 78101, MZUSP 2529"	"Caluromys lanatus (Olfers, 1818)"	1	-73.8	Colombia	Caquetá	Merida			Fonseca and Astua (2015)
OCCURRENCE	Literature			"Caluromys lanatus (Olfers, 1818)"	5.368333333	-74.79316667	Colombia	Caldas	La Victoria- La Dorada	Hacienda la española		Garcés Retrepo et al. (2016)
OCCURRENCE	Literature	"Mammals housed at MHNG, Geneva"	MHNG 1118.92-1118.093	"Caluromys lanatus (Olfers, 1818)"	0.56148	-76.83098	Colombia	Putumayo	Mocoa	Santa Rosa de Los Kofanes a 2 km de  San Antonio del Guamués 		Ramírez-Chaves et al. (2013)
PRESERVED_SPECIMEN	Literature	"Smithsonian Institution, National Museum of Natural History"	"USNM 1929-651, 1929-652, 1929-658"	"Caluromys lanatus (Olfers, 1818)"	2.70418	-75.98359	Colombia	Cauca		El Guamo		López-Fuster et al. (2008)
PRESERVED_SPECIMEN	Literature	"Smithsonian Institution, National Museum of Natural History"	USNM 1932-29	"Caluromys lanatus (Olfers, 1818)"	3.616666667	-75.08333333	Colombia	Tolima	Natagaima			López-Fuster et al. (2008)
PRESERVED_SPECIMEN	Biological collection	Colección Zoológica de la Universidad de Córdoba	CZUC-M 0238	"Caluromys lanatus (Olfers, 1818)"	8.50502	-75.507409	Colombia	Córdoba	Pueblo Nuevo		Urban zone	This study
PHOTOGRAPHY	Citizen science			"Caluromys lanatus (Olfers, 1818)"	8.329036	-75.539022	Colombia	Córdoba	Planeta Rica	Los Mosquitos	"female, 22:00 h"	Esteban Jaramillo
HUMAN_OBSERVATION	Fieldwork			"Caluromys lanatus (Olfers, 1818)"	9.52854	-73.4822	Colombia	Cesar	Becerril	"Mina La Loma Drummond Ltd, Caño Piedras"		This study
PRESERVED_SPECIMEN	Database	Fundación Puerto Rastrojo - Colômbia	FPR-COLOMBIA 5739	"Caluromys lanatus (Olfers, 1818)"	-0.614166667	-72.26666667	Colombia	Amazonas	Puerto Santander	Puerto Santander Río Caquetá		speciesLink (http://www.splink.org.br)
PRESERVED_SPECIMEN	Literature	Field Museum of Natural History	FMNH 140239	"Caluromys lanatus (Olfers, 1818)"	6.55	-73.133334	Colombia	Santander	Barichara	San Gil		Fonseca and Astua (2015)
HUMAN_OBSERVATION	Citizen science			"Caluromys lanatus (Olfers, 1818)"	8.414074	-74.799015	Colombia	Sucre	Guarandá	El Portón		Gerson Salcedo
HUMAN_OBSERVATION	Citizen science			"Caluromys lanatus (Olfers, 1818)"	9.152597	-75.278731	Colombia	Sucre	Corozal	Las Llanadas		Gerson Salcedo
PHOTOGRAPHY	Literature			"Caluromys lanatus (Olfers, 1818)"	11.289264	-73.910828	Colombia	Magdalena		PNN Tayrona		"Pineda-Guerrero, A., and Hernández, E. (2016)"
HUMAN_OBSERVATION	Literature			"Caluromys lanatus (Olfers, 1818)"	6.455241	-74.791239	Colombia	Antioquia	Maceo	Reserva Natural Hacienda San Pedro		Sánchez-Londoño et al. (2020)
PRESERVED_SPECIMEN	Literature	Colección Mastozoológica-Museo de Historia Natural Unillanos	MHNU-M 295	"Caluromys lanatus (Olfers, 1818)"	4.072	-73.586	Colombia	Meta	Villavicencio	campus  de  la  Universidad  de  los  Llanos		"Alfonso, C., and Sánchez, F. (2019)"
HUMAN_OBSERVATION	Literature			"Caluromys lanatus (Olfers, 1818)"	6.94193	-73.797479	Colombia	Santander	Barrancabermeja			Meza-Joya et al. (2020)
HUMAN_OBSERVATION	Literature			"Caluromys lanatus (Olfers, 1818)"	6.859338	-73.742081	Colombia	Santander	San Vicente de Chucurí			Meza-Joya et al. (2020)
HUMAN_OBSERVATION	Literature			"Caluromys lanatus (Olfers, 1818)"	6.965215	-73.69269	Colombia	Santander	Barrancabermeja			Meza-Joya et al. (2020)
HUMAN_OBSERVATION	Literature			"Caluromys lanatus (Olfers, 1818)"	7.005567	-73.742751	Colombia	Santander	Barrancabermeja			Meza-Joya et al. (2020)
MACHINE_OBSERVATION	Literature			"Caluromys lanatus (Olfers, 1818)"	4.037334	-71.827892	Colombia	Meta	Puerto Gaitán	cuenca media Río Planas		Aya-Cuervo et al. (2019)
PHOTOGRAPHY	Citizen science			"Caluromys lanatus (Olfers, 1818)"	3.077076	-73.696046	Colombia	Meta	San Martín	reserva natural El Caduceo		Pablo A. Espinosa - Quintana
PHOTOGRAPHY	Citizen science			"Caluromys lanatus (Olfers, 1818)"	5.068367	-74.382658	Colombia	Cundinamarca	Nocaima	Cementerio		Geovanny Alg
PHOTOGRAPHY	Citizen science			"Caluromys lanatus (Olfers, 1818)"	4.558912	-75.319815	Colombia	Tolima	Ibague	"Cañon del Combeima, Finca Agroturistica Dulima"		Ross Marulanda
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 41120	"Caluromys lanatus (Olfers, 1818)"	6.935927029	-75.14034748	Colombia	Antioquia	Anorí	Porce III		http://www.inaturalist.org/observations/41120
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 41149	"Caluromys lanatus (Olfers, 1818)"	6.905295713	-75.12794495	Colombia	Antioquia	Amalfi	"Caracoli, Porce III"		http://www.inaturalist.org/observations/41149
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 450901	"Caluromys lanatus (Olfers, 1818)"	4.612902	-74.312706	Colombia	Cundinamarca	Bojacá	San Antonio de Tena		http://www.inaturalist.org/observations/450901
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 7395087	"Caluromys lanatus (Olfers, 1818)"	4.048287681	-73.74047935	Colombia	Meta	Villavicencio	 La ConcepciÃ³n		https://www.inaturalist.org/observations/7395087
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 8019429	"Caluromys lanatus (Olfers, 1818)"	9.176075737	-75.01224518	Colombia	Sucre	Galeras	El Placer		https://www.inaturalist.org/observations/8019429
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 10303474	"Caluromys lanatus (Olfers, 1818)"	9.175350216	-75.05335808	Colombia	Sucre	Galeras			https://www.inaturalist.org/observations/10303474
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 16337129	"Caluromys lanatus (Olfers, 1818)"	6.31260394	-73.94968472	Colombia	Santander	Cimitarra			https://www.inaturalist.org/observations/16337129
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 17436459	"Caluromys lanatus (Olfers, 1818)"	6.3101705	-73.9559776	Colombia	Santander	Cimitarra	Cl. 7a		https://www.inaturalist.org/observations/17436459
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 17779682	"Caluromys lanatus (Olfers, 1818)"	6.629719207	-73.59272291	Colombia	Santander	El Carmen de Chucurí			https://www.inaturalist.org/observations/17779682
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 18496259	"Caluromys lanatus (Olfers, 1818)"	6.503679752	-74.81941986	Colombia	Antioquia	Maceo	Barbosa-Puerto BerrÍ­o		https://www.inaturalist.org/observations/18496259
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 21064655	"Caluromys lanatus (Olfers, 1818)"	4.396342	-75.0256902	Colombia	Tolima	Piedras			https://www.inaturalist.org/observations/21064655
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 25966203	"Caluromys lanatus (Olfers, 1818)"	7.084126792	-73.11045138	Colombia	Santander	Bucaramanga			https://www.inaturalist.org/observations/25966203
PHOTOGRAPHY	Citizen science	iNaturalist	iNaturalist 28271387	"Caluromys lanatus (Olfers, 1818)"	6.3070882	-73.9508718	Colombia	Santander	Cimitarra			https://www.inaturalist.org/observations/28271387
